DATA,TOTAL,PRODUCAO M.O.,PRODUCAO INTERNA,CORTE,CORTE VOIL,BAINHA CONTINUA,BARRADO,EMENDA,OVERLOQUE,PALETEIRA,ACABAMENTO,FURO,ILHOS,DOBRA,EMBALAGEM,MÊS
22/08/2024,7232.629999999999,182.44,7050.19,14.27,896.19,109.58,1202.07,0.0,49.67,565.25,617.69,583.32,633.79,1945.93,432.43,AGOSTO
23/08/2024,4939.35,0.0,4939.35,174.91,545.3,205.17,1000.45,0.0,0.0,543.43,268.07,639.52,585.0,799.77,177.73,AGOSTO
24/08/2024,687.45,0.0,687.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.32,0.0,453.38,100.75,AGOSTO
26/08/2024,5368.69,0.0,5368.69,257.76,514.81,324.2,712.79,0.0,50.61,704.43,690.88,418.45,673.24,835.79,185.73,AGOSTO
27/08/2024,6384.58,0.0,6384.58,655.93,806.27,272.14,893.49,29.43,21.89,655.98,784.7,482.54,512.11,1039.17,230.93,AGOSTO
28/08/2024,5192.11,0.0,5192.11,315.14,649.29,142.67,1165.05,22.07,13.3,422.19,721.43,442.12,571.23,595.33,132.29,AGOSTO
29/08/2024,5654.52,0.0,5654.52,514.94,598.19,51.08,1097.38,83.86,31.25,585.44,747.4,390.98,531.42,836.61,185.97,AGOSTO
30/08/2024,5574.85,0.0,5574.85,465.15,676.14,229.46,625.9,0.0,0.0,648.41,889.64,455.85,609.39,797.65,177.26,AGOSTO
31/08/2024,62.79,0.0,62.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.79,0.0,0.0,0.0,AGOSTO
02/09/2024,5255.030000000001,157.72,5097.31,278.83,711.94,361.31,788.15,0.0,31.9,568.79,720.18,443.23,560.22,515.53,117.23,SETEMBRO
03/09/2024,6435.08,250.89,6184.19,495.83,1049.02,221.53,1081.19,0.0,0.35,639.36,470.12,668.65,653.62,739.98,164.54,SETEMBRO
04/09/2024,5463.900000000001,192.97,5270.93,338.74,727.83,156.13,709.02,0.0,0.0,510.99,583.39,674.92,869.48,573.08,127.35,SETEMBRO
05/09/2024,5549.9800000000005,34.72,5515.26,371.59,659.74,235.66,1125.68,0.0,0.0,417.31,462.38,671.66,560.08,827.31,183.85,SETEMBRO
06/09/2024,6063.72,0.0,6063.72,589.09,934.63,305.14,1003.27,29.43,0.0,515.29,542.29,573.04,729.86,688.43,153.25,SETEMBRO
09/09/2024,5731.969999999999,230.23,5501.74,320.33,953.77,188.67,586.56,0.0,51.2,514.94,541.74,446.14,805.66,894.05,198.68,SETEMBRO
10/09/2024,5899.929999999999,115.99,5783.94,262.58,704.68,204.33,739.89,0.0,12.59,691.78,506.7,848.72,532.21,1047.65,232.81,SETEMBRO
11/09/2024,6095.67,24.72,6070.95,329.91,74.14,105.11,979.65,85.33,10.59,823.49,758.69,611.83,1059.06,1008.81,224.34,SETEMBRO
12/09/2024,5625.06,46.93,5578.13,154.78,531.89,165.6,1023.46,0.0,0.0,712.11,873.42,267.12,731.48,913.71,204.56,SETEMBRO
13/09/2024,6558.71,0.0,6558.71,581.67,716.52,166.49,1049.88,0.0,0.0,843.14,862.46,614.69,891.72,678.66,153.48,SETEMBRO
14/09/2024,290.01,0.0,290.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.28,52.73,SETEMBRO
16/09/2024,6233.860000000001,29.43,6204.43,282.92,913.35,283.94,794.18,29.43,0.0,596.74,575.74,713.93,850.62,951.25,212.33,SETEMBRO
17/09/2024,6888.66,180.25,6708.41,274.05,862.89,261.59,934.33,0.0,1.77,655.02,708.47,696.81,834.82,1209.6,269.06,SETEMBRO
18/09/2024,6082.0,103.28,5978.72,343.98,770.85,286.94,801.71,29.43,1.41,540.98,754.89,363.29,1082.78,820.02,182.44,SETEMBRO
19/09/2024,5287.370000000001,125.35,5162.02,184.24,529.28,171.77,802.6,0.0,0.0,502.38,646.51,414.32,655.53,1027.05,228.34,SETEMBRO
20/04/2024,5346.57,0.0,5346.57,440.1,577.15,201.27,883.87,0.0,8.83,589.03,879.28,277.08,675.83,628.16,185.97,SETEMBRO
21/09/2024,263.15,0.0,263.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.53,156.78,34.84,SETEMBRO
23/09/2024,3880.82,25.07,3855.75,260.69,600.45,277.44,313.67,0.0,0.71,314.99,490.57,398.1,291.78,742.33,165.02,SETEMBRO
24/09/2024,4269.24,183.38,4085.86,186.11,394.72,169.49,799.12,0.0,14.36,131.82,532.43,584.94,492.16,638.76,141.95,SETEMBRO
25/09/2024,4321.45,0.0,4321.45,239.52,425.3,244.29,799.77,58.85,1.41,462.77,347.36,480.26,337.74,575.79,348.39,SETEMBRO
26/09/2024,4731.68,209.68,4522.0,295.98,578.3,289.42,725.86,0.0,25.89,576.61,521.16,497.56,274.54,602.74,133.94,SETEMBRO
27/09/2024,4962.54,0.0,4962.54,358.57,540.44,59.99,868.51,58.85,27.19,458.91,703.58,479.33,491.81,748.93,166.43,SETEMBRO
28/09/2024,747.83,0.0,747.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.7,255.11,255.29,56.73,SETEMBRO
30/09/2024,5139.62,14.83,5124.79,247.11,558.43,196.5,807.83,0.0,22.25,456.09,604.29,200.0,690.99,1097.43,243.87,SETEMBRO
01/10/2024,5602.93,275.71,5327.22,261.88,495.55,120.5,574.85,57.38,9.06,547.13,723.96,428.56,957.72,887.69,262.94,OUTUBRO
02/10/2024,5877.2300000000005,295.43,5581.8,219.97,856.04,206.4,876.51,0.0,46.61,603.21,881.87,484.0,748.19,539.18,119.82,OUTUBRO
03/10/2024,4075.69,27.89,4047.8,230.1,257.67,155.91,740.74,29.43,9.89,510.04,356.85,319.35,683.01,617.57,137.24,OUTUBRO
04/10/2024,4494.04,0.0,4494.04,284.19,671.71,124.67,1076.43,0.0,0.0,652.88,480.1,236.25,358.01,498.93,110.87,OUTUBRO
05/10/2024,750.26,0.0,750.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.79,392.18,202.33,44.96,OUTUBRO
07/10/2024,5800.22,0.0,5800.22,407.48,521.76,238.0,773.35,0.0,0.0,450.79,799.68,472.47,1251.12,724.56,161.01,OUTUBRO
08/10/2024,4576.87,0.0,4576.87,252.88,607.08,44.08,452.35,205.98,0.0,685.13,651.12,370.01,555.9,615.34,137.0,OUTUBRO
09/10/2024,3231.13,223.25,3007.88,65.62,472.08,212.7,356.04,10.3,0.0,334.97,394.94,359.81,0.0,655.71,145.71,OUTUBRO
10/10/2024,4858.12,306.82,4551.3,109.4,210.49,2.35,12.3,211.86,0.0,499.28,601.37,616.98,1023.64,1033.88,229.75,OUTUBRO
11/10/2024,4717.64,0.0,4717.64,220.45,0.0,0.0,247.76,211.86,5.3,588.21,683.47,356.04,909.17,1223.49,271.89,OUTUBRO
14/10/2024,3709.24,87.1,3622.14,197.74,0.0,0.0,8.47,0.0,4.47,442.96,698.41,346.57,921.89,819.43,182.2,OUTUBRO
15/10/2024,4985.82,108.13,4877.69,245.7,557.25,213.61,224.4,0.0,1.29,416.54,670.54,468.37,794.36,1051.88,233.75,OUTUBRO
16/10/2024,5241.12,198.03,5043.09,324.26,430.76,255.69,357.16,0.0,0.0,491.75,460.6,395.74,664.74,1360.14,302.25,OUTUBRO
17/10/2024,4967.9,0.0,4967.9,228.87,712.12,78.08,410.42,0.0,0.0,377.35,529.85,442.03,920.38,1038.11,230.69,OUTUBRO
18/10/2024,4710.450000000001,155.6,4554.85,213.08,350.15,78.68,555.54,0.0,0.0,398.53,301.98,551.62,981.47,919.47,204.33,OUTUBRO
21/10/2024,5302.339999999999,344.86,4957.48,301.84,0.0,0.0,790.53,0.0,128.35,541.01,619.38,536.57,778.76,1031.76,229.28,OUTUBRO
22/10/2024,4434.08,135.3,4298.78,153.86,0.0,11.42,666.92,0.0,4.24,353.84,726.95,509.41,792.36,883.46,196.32,OUTUBRO
23/10/2024,5145.67,184.55,4961.12,209.53,0.0,15.54,729.15,147.13,63.56,596.91,561.33,430.42,457.71,1087.9,661.94,OUTUBRO
24/10/2024,4078.27,107.11,3971.16,191.22,151.59,25.42,411.48,0.0,0.0,381.47,391.32,602.02,615.16,983.03,218.45,OUTUBRO
25/10/2024,3974.0,0.0,3974.0,191.56,0.0,0.0,0.0,0.0,0.0,810.07,846.66,378.08,996.71,614.39,136.53,OUTUBRO
28/10/2024,4362.67,0.0,4362.67,192.5,0.0,0.0,0.0,0.0,0.0,576.73,766.87,355.93,972.67,1225.61,272.36,OUTUBRO
29/10/2024,3616.18,0.0,3616.18,176.2,0.0,0.0,0.0,0.0,0.0,617.93,641.7,489.27,607.42,886.63,197.03,OUTUBRO
30/10/2024,3263.33,0.0,3263.33,175.37,191.49,0.0,0.0,0.0,0.0,581.14,568.79,335.26,378.11,845.32,187.85,OUTUBRO
31/10/2024,3634.59,0.0,3634.59,0.0,0.0,0.0,26.72,0.0,18.13,697.65,554.0,293.26,896.43,939.6,208.8,OUTUBRO
01/11/2024,2882.88,0.0,2882.88,0.0,0.0,0.0,47.67,58.85,29.78,625.25,584.82,136.24,668.77,598.5,133.0,NOVEMBRO
04/11/2024,4418.02,0.0,4418.02,0.0,178.05,20.01,7.06,241.29,6.36,540.07,844.85,507.92,591.27,1211.84,269.3,NOVEMBRO
05/11/2024,3789.65,0.0,3789.65,0.0,158.19,45.2,234.22,88.28,0.0,579.64,494.58,688.01,762.73,604.39,134.41,NOVEMBRO
06/11/2024,3808.24,0.0,3808.24,0.0,31.13,19.19,432.55,0.0,64.03,456.88,707.61,520.26,707.49,710.91,158.19,NOVEMBRO
07/11/2024,5051.03,0.0,5051.03,238.51,378.32,137.61,456.03,0.0,19.07,714.38,882.99,475.07,684.81,870.74,193.5,NOVEMBRO
08/11/2024,4450.29,0.0,4450.29,44.63,209.78,20.92,485.39,0.0,0.0,615.1,704.29,643.56,385.2,979.85,361.57,NOVEMBRO
11/11/2024,3762.03,0.0,3762.03,0.0,186.11,123.17,211.51,0.0,12.95,549.98,741.38,476.71,641.97,669.48,148.77,NOVEMBRO
12/11/2024,4376.599999999999,69.44,4307.16,88.98,438.55,76.64,346.63,0.0,0.0,554.43,733.42,439.13,702.37,758.46,168.55,NOVEMBRO
13/11/2024,3703.3,0.0,3703.3,64.42,57.34,108.31,108.75,0.0,131.35,492.46,691.37,506.37,568.02,797.65,177.26,NOVEMBRO
14/11/2024,4887.85,271.89,4615.96,329.32,284.99,62.7,495.75,0.0,32.84,726.15,927.56,495.96,302.61,783.88,174.2,NOVEMBRO
18/11/2024,5086.62,239.75,4846.87,271.24,274.61,0.0,481.8,91.22,24.36,626.4,740.0,290.97,1079.13,791.3,175.84,NOVEMBRO
19/11/2024,4740.44,74.15,4666.29,474.04,197.41,158.15,372.64,29.43,31.07,559.0,820.77,295.77,583.5,936.42,208.09,NOVEMBRO
20/11/2024,1274.68,203.97,1070.71,64.46,187.11,0.0,56.5,0.0,0.0,150.66,0.0,0.0,333.62,227.75,50.61,NOVEMBRO
21/11/2024,5451.17,308.93,5142.24,371.59,178.13,0.0,696.73,0.0,31.07,573.48,642.25,469.19,670.18,1235.14,274.48,NOVEMBRO
22/11/2024,5738.2300000000005,418.42,5319.81,286.62,122.5,88.26,568.73,0.0,125.35,580.91,532.39,407.55,886.84,1407.81,312.85,NOVEMBRO
23/11/2024,1754.44,57.67,1696.77,138.89,185.44,0.0,111.34,11.77,11.65,104.52,0.0,249.35,274.01,498.93,110.87,NOVEMBRO
25/11/2024,4553.95,0.0,4553.95,207.22,281.87,149.2,481.98,0.0,10.59,452.1,637.53,522.15,520.5,1056.12,234.69,NOVEMBRO
26/11/2024,5578.99,0.0,5578.99,336.28,383.86,70.57,687.37,57.38,0.0,542.12,745.16,447.33,804.48,1230.91,273.53,NOVEMBRO
27/11/2024,4571.5599999999995,74.45,4497.11,93.14,411.72,220.95,533.71,0.0,2.71,304.5,697.96,537.45,490.9,985.15,218.92,NOVEMBRO
28/11/2024,5059.53,0.0,5059.53,640.01,495.13,155.69,478.74,161.84,0.0,227.04,736.96,508.23,700.76,781.17,173.96,NOVEMBRO
29/11/2024,4366.29,316.92,4049.37,47.83,450.44,0.0,270.0,154.48,1.65,492.69,699.33,788.43,344.39,654.65,145.48,NOVEMBRO
30/11/2024,902.25,0.0,902.25,0.0,0.0,0.0,273.65,0.0,0.0,153.3,0.0,131.03,144.89,163.13,36.25,NOVEMBRO
02/12/2024,4747.759999999999,217.69,4530.07,211.51,361.56,261.47,407.39,29.43,11.65,406.25,695.0,335.61,791.27,833.67,185.26,DEZEMBRO
03/12/2024,5079.84,74.45,5005.39,279.98,435.35,194.96,652.68,0.0,63.44,404.98,446.42,474.97,900.32,942.78,209.51,DEZEMBRO
04/12/2024,5666.68,114.77,5551.91,400.86,542.0,0.0,849.56,35.31,1.65,420.14,650.19,438.43,917.77,1060.36,235.64,DEZEMBRO
05/12/2024,5369.97,161.84,5208.13,322.89,366.38,135.67,681.95,0.0,63.44,503.68,629.44,331.7,708.67,1198.07,266.24,DEZEMBRO
06/12/2024,4297.84,120.7,4177.14,203.39,463.63,73.21,476.39,0.0,0.0,406.45,613.43,460.71,683.69,651.47,144.77,DEZEMBRO
07/12/2024,1532.12,0.0,1532.12,0.0,68.22,13.55,69.03,0.0,1.29,168.84,235.58,237.1,140.36,489.4,108.75,DEZEMBRO
09/12/2024,4990.2,330.74,4659.46,529.05,396.18,136.64,502.49,58.85,0.0,356.43,466.27,676.27,642.64,731.98,162.66,DEZEMBRO
10/12/2024,4938.81,298.96,4639.85,307.0,231.81,104.84,606.07,5.89,2.12,513.68,451.16,403.38,690.72,1082.6,240.58,DEZEMBRO
11/12/2024,6130.09,0.0,6130.09,544.48,315.99,94.49,826.43,0.0,0.0,651.52,511.65,536.93,1136.39,1237.26,274.95,DEZEMBRO
12/12/2024,6094.9800000000005,200.09,5894.89,193.84,619.18,191.18,657.83,0.0,0.0,733.86,569.72,407.97,1125.62,1141.93,253.76,DEZEMBRO
13/12/2024,4803.75,55.38,4748.37,392.33,555.01,163.77,665.12,0.0,13.06,489.94,608.32,398.07,491.96,794.24,176.55,DEZEMBRO
14/12/2024,890.07,0.0,890.07,160.25,35.1,0.0,218.98,0.0,0.0,0.0,26.48,0.0,0.0,367.58,81.68,DEZEMBRO
16/12/2024,6260.3,0.0,6260.3,519.46,598.5,252.49,613.66,0.0,10.3,665.56,674.02,562.27,1007.78,1106.5,249.76,DEZEMBRO
17/12/2024,7141.63,147.12,6994.51,910.37,600.83,152.99,936.13,0.0,37.55,727.86,623.45,486.11,1087.05,1171.35,260.82,DEZEMBRO
18/12/2024,6723.47,0.0,6723.47,724.89,535.62,194.04,965.93,1.47,38.84,694.18,658.6,617.57,786.59,1231.97,273.77,DEZEMBRO
19/12/2024,6426.07,127.41,6298.66,391.65,496.62,142.51,502.28,211.86,0.0,588.09,780.16,602.59,1073.28,1235.14,274.48,DEZEMBRO
20/12/2024,5670.55,0.0,5670.55,467.81,327.01,69.34,604.6,129.47,3.88,697.55,550.18,642.99,700.82,1208.07,268.83,DEZEMBRO
21/12/2024,3124.54,97.99,3026.55,171.08,235.77,104.24,342.92,0.0,0.0,304.14,390.02,432.2,409.18,521.18,115.82,DEZEMBRO
23/12/2024,4960.09,57.56,4902.53,532.97,716.29,102.5,363.02,0.0,0.0,377.04,763.9,125.57,704.58,995.15,221.51,DEZEMBRO
24/12/2024,2091.37,0.0,2091.37,75.45,188.62,86.65,317.82,0.0,0.0,204.68,340.98,195.07,344.18,276.48,61.44,DEZEMBRO
26/12/2024,6461.32,0.0,6461.32,401.36,563.87,332.54,953.84,0.0,0.0,713.32,657.13,743.72,813.78,1048.71,233.05,DEZEMBRO
27/12/2024,6221.07,0.0,6221.07,544.07,628.54,225.57,740.8,0.0,0.0,640.46,490.28,684.72,918.85,1102.73,245.05,DEZEMBRO
28/12/2024,3005.98,0.0,3005.98,164.19,635.86,8.15,385.11,0.0,0.0,323.97,262.94,165.16,505.17,454.44,100.99,DEZEMBRO
30/12/2024,5882.55,0.0,5882.55,45.4,774.14,276.78,662.5,0.0,0.0,524.27,841.78,733.57,827.81,978.79,217.51,DEZEMBRO
31/12/2024,2137.97,0.0,2137.97,360.75,294.53,92.17,432.49,0.0,0.0,245.66,246.7,173.83,291.84,0.0,0.0,DEZEMBRO
